"Factors","p^a >","Smallest q^2ß","Smallest q^2ß <","Largest q^2ß","Largest q^2ß >","Q^2 =1 mod 16","Q^2 =1 mod 32","N >","N=1 mod 12","N=117 mod 468","N=81 mod 324","105 | N","s(n)/n˜"
(5^1317)(3^658)(13^658)(17^658)(19^658)(23^658)(29^658)(31^658)(37^658)(41^658),10^920,q1^2ß1,10^314,q9^2ß9,10^1061,no,no,10^8551,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1321)(3^660)(13^660)(17^660)(19^660)(23^660)(29^660)(31^660)(37^660)(41^660),10^923,q1^2ß1,10^315,q9^2ß9,10^1064,yes,no,10^8577,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1325)(3^662)(13^662)(17^662)(19^662)(23^662)(29^662)(31^662)(37^662)(41^662),10^926,q1^2ß1,10^316,q9^2ß9,10^1067,no,no,10^8603,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1329)(3^664)(13^664)(17^664)(19^664)(23^664)(29^664)(31^664)(37^664)(41^664),10^928,q1^2ß1,10^317,q9^2ß9,10^1070,yes,yes,10^8629,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1333)(3^666)(13^666)(17^666)(19^666)(23^666)(29^666)(31^666)(37^666)(41^666),10^931,q1^2ß1,10^318,q9^2ß9,10^1074,no,no,10^8655,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1337)(3^668)(13^668)(17^668)(19^668)(23^668)(29^668)(31^668)(37^668)(41^668),10^934,q1^2ß1,10^319,q9^2ß9,10^1077,yes,no,10^8681,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1341)(3^670)(13^670)(17^670)(19^670)(23^670)(29^670)(31^670)(37^670)(41^670),10^937,q1^2ß1,10^320,q9^2ß9,10^1080,no,no,10^8707,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1345)(3^672)(13^672)(17^672)(19^672)(23^672)(29^672)(31^672)(37^672)(41^672),10^940,q1^2ß1,10^321,q9^2ß9,10^1083,yes,yes,10^8733,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1349)(3^674)(13^674)(17^674)(19^674)(23^674)(29^674)(31^674)(37^674)(41^674),10^942,q1^2ß1,10^322,q9^2ß9,10^1087,no,no,10^8759,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1353)(3^676)(13^676)(17^676)(19^676)(23^676)(29^676)(31^676)(37^676)(41^676),10^945,q1^2ß1,10^323,q9^2ß9,10^1090,yes,no,10^8785,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1357)(3^678)(13^678)(17^678)(19^678)(23^678)(29^678)(31^678)(37^678)(41^678),10^948,q1^2ß1,10^324,q9^2ß9,10^1093,no,no,10^8811,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1361)(3^680)(13^680)(17^680)(19^680)(23^680)(29^680)(31^680)(37^680)(41^680),10^951,q1^2ß1,10^325,q9^2ß9,10^1096,yes,yes,10^8837,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1365)(3^682)(13^682)(17^682)(19^682)(23^682)(29^682)(31^682)(37^682)(41^682),10^954,q1^2ß1,10^326,q9^2ß9,10^1099,no,no,10^8863,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1369)(3^684)(13^684)(17^684)(19^684)(23^684)(29^684)(31^684)(37^684)(41^684),10^956,q1^2ß1,10^327,q9^2ß9,10^1103,yes,no,10^8889,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1373)(3^686)(13^686)(17^686)(19^686)(23^686)(29^686)(31^686)(37^686)(41^686),10^959,q1^2ß1,10^328,q9^2ß9,10^1106,no,no,10^8915,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1377)(3^688)(13^688)(17^688)(19^688)(23^688)(29^688)(31^688)(37^688)(41^688),10^962,q1^2ß1,10^329,q9^2ß9,10^1109,yes,yes,10^8941,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1381)(3^690)(13^690)(17^690)(19^690)(23^690)(29^690)(31^690)(37^690)(41^690),10^965,q1^2ß1,10^330,q9^2ß9,10^1112,no,no,10^8967,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1385)(3^692)(13^692)(17^692)(19^692)(23^692)(29^692)(31^692)(37^692)(41^692),10^968,q1^2ß1,10^331,q9^2ß9,10^1116,yes,no,10^8993,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1389)(3^694)(13^694)(17^694)(19^694)(23^694)(29^694)(31^694)(37^694)(41^694),10^970,q1^2ß1,10^332,q9^2ß9,10^1119,no,no,10^9019,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1393)(3^696)(13^696)(17^696)(19^696)(23^696)(29^696)(31^696)(37^696)(41^696),10^973,q1^2ß1,10^333,q9^2ß9,10^1122,yes,yes,10^9044,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1397)(3^698)(13^698)(17^698)(19^698)(23^698)(29^698)(31^698)(37^698)(41^698),10^976,q1^2ß1,10^334,q9^2ß9,10^1125,no,no,10^9070,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1401)(3^700)(13^700)(17^700)(19^700)(23^700)(29^700)(31^700)(37^700)(41^700),10^979,q1^2ß1,10^334,q9^2ß9,10^1128,yes,no,10^9096,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1405)(3^702)(13^702)(17^702)(19^702)(23^702)(29^702)(31^702)(37^702)(41^702),10^982,q1^2ß1,10^335,q9^2ß9,10^1132,no,no,10^9122,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1409)(3^704)(13^704)(17^704)(19^704)(23^704)(29^704)(31^704)(37^704)(41^704),10^984,q1^2ß1,10^336,q9^2ß9,10^1135,yes,yes,10^9148,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1413)(3^706)(13^706)(17^706)(19^706)(23^706)(29^706)(31^706)(37^706)(41^706),10^987,q1^2ß1,10^337,q9^2ß9,10^1138,no,no,10^9174,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1417)(3^708)(13^708)(17^708)(19^708)(23^708)(29^708)(31^708)(37^708)(41^708),10^990,q1^2ß1,10^338,q9^2ß9,10^1141,yes,no,10^9200,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1421)(3^710)(13^710)(17^710)(19^710)(23^710)(29^710)(31^710)(37^710)(41^710),10^993,q1^2ß1,10^339,q9^2ß9,10^1145,no,no,10^9226,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1425)(3^712)(13^712)(17^712)(19^712)(23^712)(29^712)(31^712)(37^712)(41^712),10^996,q1^2ß1,10^340,q9^2ß9,10^1148,yes,yes,10^9252,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1429)(3^714)(13^714)(17^714)(19^714)(23^714)(29^714)(31^714)(37^714)(41^714),10^998,q1^2ß1,10^341,q9^2ß9,10^1151,no,no,10^9278,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1433)(3^716)(13^716)(17^716)(19^716)(23^716)(29^716)(31^716)(37^716)(41^716),10^1001,q1^2ß1,10^342,q9^2ß9,10^1154,yes,no,10^9304,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1437)(3^718)(13^718)(17^718)(19^718)(23^718)(29^718)(31^718)(37^718)(41^718),10^1004,q1^2ß1,10^343,q9^2ß9,10^1157,no,no,10^9330,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1441)(3^720)(13^720)(17^720)(19^720)(23^720)(29^720)(31^720)(37^720)(41^720),10^1007,q1^2ß1,10^344,q9^2ß9,10^1161,yes,yes,10^9356,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1445)(3^722)(13^722)(17^722)(19^722)(23^722)(29^722)(31^722)(37^722)(41^722),10^1010,q1^2ß1,10^345,q9^2ß9,10^1164,no,no,10^9382,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1449)(3^724)(13^724)(17^724)(19^724)(23^724)(29^724)(31^724)(37^724)(41^724),10^1012,q1^2ß1,10^346,q9^2ß9,10^1167,yes,no,10^9408,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1453)(3^726)(13^726)(17^726)(19^726)(23^726)(29^726)(31^726)(37^726)(41^726),10^1015,q1^2ß1,10^347,q9^2ß9,10^1170,no,no,10^9434,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1457)(3^728)(13^728)(17^728)(19^728)(23^728)(29^728)(31^728)(37^728)(41^728),10^1018,q1^2ß1,10^348,q9^2ß9,10^1174,yes,yes,10^9460,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1461)(3^730)(13^730)(17^730)(19^730)(23^730)(29^730)(31^730)(37^730)(41^730),10^1021,q1^2ß1,10^349,q9^2ß9,10^1177,no,no,10^9486,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1465)(3^732)(13^732)(17^732)(19^732)(23^732)(29^732)(31^732)(37^732)(41^732),10^1023,q1^2ß1,10^350,q9^2ß9,10^1180,yes,no,10^9512,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1469)(3^734)(13^734)(17^734)(19^734)(23^734)(29^734)(31^734)(37^734)(41^734),10^1026,q1^2ß1,10^351,q9^2ß9,10^1183,no,no,10^9538,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1473)(3^736)(13^736)(17^736)(19^736)(23^736)(29^736)(31^736)(37^736)(41^736),10^1029,q1^2ß1,10^352,q9^2ß9,10^1187,yes,yes,10^9564,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1477)(3^738)(13^738)(17^738)(19^738)(23^738)(29^738)(31^738)(37^738)(41^738),10^1032,q1^2ß1,10^353,q9^2ß9,10^1190,no,no,10^9590,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1481)(3^740)(13^740)(17^740)(19^740)(23^740)(29^740)(31^740)(37^740)(41^740),10^1035,q1^2ß1,10^354,q9^2ß9,10^1193,yes,no,10^9616,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1485)(3^742)(13^742)(17^742)(19^742)(23^742)(29^742)(31^742)(37^742)(41^742),10^1037,q1^2ß1,10^355,q9^2ß9,10^1196,no,no,10^9642,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1489)(3^744)(13^744)(17^744)(19^744)(23^744)(29^744)(31^744)(37^744)(41^744),10^1040,q1^2ß1,10^355,q9^2ß9,10^1199,yes,yes,10^9668,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1493)(3^746)(13^746)(17^746)(19^746)(23^746)(29^746)(31^746)(37^746)(41^746),10^1043,q1^2ß1,10^356,q9^2ß9,10^1203,no,no,10^9694,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1497)(3^748)(13^748)(17^748)(19^748)(23^748)(29^748)(31^748)(37^748)(41^748),10^1046,q1^2ß1,10^357,q9^2ß9,10^1206,yes,no,10^9720,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1501)(3^750)(13^750)(17^750)(19^750)(23^750)(29^750)(31^750)(37^750)(41^750),10^1049,q1^2ß1,10^358,q9^2ß9,10^1209,no,no,10^9746,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1505)(3^752)(13^752)(17^752)(19^752)(23^752)(29^752)(31^752)(37^752)(41^752),10^1051,q1^2ß1,10^359,q9^2ß9,10^1212,yes,yes,10^9772,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1509)(3^754)(13^754)(17^754)(19^754)(23^754)(29^754)(31^754)(37^754)(41^754),10^1054,q1^2ß1,10^360,q9^2ß9,10^1216,no,no,10^9798,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1513)(3^756)(13^756)(17^756)(19^756)(23^756)(29^756)(31^756)(37^756)(41^756),10^1057,q1^2ß1,10^361,q9^2ß9,10^1219,yes,no,10^9824,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1517)(3^758)(13^758)(17^758)(19^758)(23^758)(29^758)(31^758)(37^758)(41^758),10^1060,q1^2ß1,10^362,q9^2ß9,10^1222,no,no,10^9850,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1521)(3^760)(13^760)(17^760)(19^760)(23^760)(29^760)(31^760)(37^760)(41^760),10^1063,q1^2ß1,10^363,q9^2ß9,10^1225,yes,yes,10^9876,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1525)(3^762)(13^762)(17^762)(19^762)(23^762)(29^762)(31^762)(37^762)(41^762),10^1065,q1^2ß1,10^364,q9^2ß9,10^1228,no,no,10^9902,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1529)(3^764)(13^764)(17^764)(19^764)(23^764)(29^764)(31^764)(37^764)(41^764),10^1068,q1^2ß1,10^365,q9^2ß9,10^1232,yes,no,10^9928,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1533)(3^766)(13^766)(17^766)(19^766)(23^766)(29^766)(31^766)(37^766)(41^766),10^1071,q1^2ß1,10^366,q9^2ß9,10^1235,no,no,10^9954,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1537)(3^768)(13^768)(17^768)(19^768)(23^768)(29^768)(31^768)(37^768)(41^768),10^1074,q1^2ß1,10^367,q9^2ß9,10^1238,yes,yes,10^9980,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1541)(3^770)(13^770)(17^770)(19^770)(23^770)(29^770)(31^770)(37^770)(41^770),10^1077,q1^2ß1,10^368,q9^2ß9,10^1241,no,no,10^10006,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1545)(3^772)(13^772)(17^772)(19^772)(23^772)(29^772)(31^772)(37^772)(41^772),10^1079,q1^2ß1,10^369,q9^2ß9,10^1245,yes,no,10^10032,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1549)(3^774)(13^774)(17^774)(19^774)(23^774)(29^774)(31^774)(37^774)(41^774),10^1082,q1^2ß1,10^370,q9^2ß9,10^1248,no,no,10^10058,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1553)(3^776)(13^776)(17^776)(19^776)(23^776)(29^776)(31^776)(37^776)(41^776),10^1085,q1^2ß1,10^371,q9^2ß9,10^1251,yes,yes,10^10084,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1557)(3^778)(13^778)(17^778)(19^778)(23^778)(29^778)(31^778)(37^778)(41^778),10^1088,q1^2ß1,10^372,q9^2ß9,10^1254,no,no,10^10110,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1561)(3^780)(13^780)(17^780)(19^780)(23^780)(29^780)(31^780)(37^780)(41^780),10^1091,q1^2ß1,10^373,q9^2ß9,10^1257,yes,no,10^10136,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1565)(3^782)(13^782)(17^782)(19^782)(23^782)(29^782)(31^782)(37^782)(41^782),10^1093,q1^2ß1,10^374,q9^2ß9,10^1261,no,no,10^10162,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1569)(3^784)(13^784)(17^784)(19^784)(23^784)(29^784)(31^784)(37^784)(41^784),10^1096,q1^2ß1,10^375,q9^2ß9,10^1264,yes,yes,10^10188,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1573)(3^786)(13^786)(17^786)(19^786)(23^786)(29^786)(31^786)(37^786)(41^786),10^1099,q1^2ß1,10^376,q9^2ß9,10^1267,no,no,10^10214,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1577)(3^788)(13^788)(17^788)(19^788)(23^788)(29^788)(31^788)(37^788)(41^788),10^1102,q1^2ß1,10^376,q9^2ß9,10^1270,yes,no,10^10240,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1581)(3^790)(13^790)(17^790)(19^790)(23^790)(29^790)(31^790)(37^790)(41^790),10^1105,q1^2ß1,10^377,q9^2ß9,10^1274,no,no,10^10266,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1585)(3^792)(13^792)(17^792)(19^792)(23^792)(29^792)(31^792)(37^792)(41^792),10^1107,q1^2ß1,10^378,q9^2ß9,10^1277,yes,yes,10^10292,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1589)(3^794)(13^794)(17^794)(19^794)(23^794)(29^794)(31^794)(37^794)(41^794),10^1110,q1^2ß1,10^379,q9^2ß9,10^1280,no,no,10^10318,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1593)(3^796)(13^796)(17^796)(19^796)(23^796)(29^796)(31^796)(37^796)(41^796),10^1113,q1^2ß1,10^380,q9^2ß9,10^1283,yes,no,10^10344,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1597)(3^798)(13^798)(17^798)(19^798)(23^798)(29^798)(31^798)(37^798)(41^798),10^1116,q1^2ß1,10^381,q9^2ß9,10^1287,no,no,10^10370,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1601)(3^800)(13^800)(17^800)(19^800)(23^800)(29^800)(31^800)(37^800)(41^800),10^1119,q1^2ß1,10^382,q9^2ß9,10^1290,yes,yes,10^10396,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1605)(3^802)(13^802)(17^802)(19^802)(23^802)(29^802)(31^802)(37^802)(41^802),10^1121,q1^2ß1,10^383,q9^2ß9,10^1293,no,no,10^10422,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1609)(3^804)(13^804)(17^804)(19^804)(23^804)(29^804)(31^804)(37^804)(41^804),10^1124,q1^2ß1,10^384,q9^2ß9,10^1296,yes,no,10^10448,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1613)(3^806)(13^806)(17^806)(19^806)(23^806)(29^806)(31^806)(37^806)(41^806),10^1127,q1^2ß1,10^385,q9^2ß9,10^1299,no,no,10^10474,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1617)(3^808)(13^808)(17^808)(19^808)(23^808)(29^808)(31^808)(37^808)(41^808),10^1130,q1^2ß1,10^386,q9^2ß9,10^1303,yes,yes,10^10500,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1621)(3^810)(13^810)(17^810)(19^810)(23^810)(29^810)(31^810)(37^810)(41^810),10^1133,q1^2ß1,10^387,q9^2ß9,10^1306,no,no,10^10526,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1625)(3^812)(13^812)(17^812)(19^812)(23^812)(29^812)(31^812)(37^812)(41^812),10^1135,q1^2ß1,10^388,q9^2ß9,10^1309,yes,no,10^10552,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1629)(3^814)(13^814)(17^814)(19^814)(23^814)(29^814)(31^814)(37^814)(41^814),10^1138,q1^2ß1,10^389,q9^2ß9,10^1312,no,no,10^10578,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1633)(3^816)(13^816)(17^816)(19^816)(23^816)(29^816)(31^816)(37^816)(41^816),10^1141,q1^2ß1,10^390,q9^2ß9,10^1316,yes,yes,10^10604,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1637)(3^818)(13^818)(17^818)(19^818)(23^818)(29^818)(31^818)(37^818)(41^818),10^1144,q1^2ß1,10^391,q9^2ß9,10^1319,no,no,10^10630,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
